City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,kuqa,41.7278,82.9364,18.72,34,11,1.48,CN,1695838606
366,piracuruca,-3.9281,-41.7092,41.7,16,38,2.82,BR,1695838606
367,arraial do cabo,-22.9661,-42.0278,32.92,58,75,1.54,BR,1695838607
368,westport,41.1415,-73.3579,20.71,61,0,4.12,US,1695838607
369,ocean pines,38.3954,-75.1557,21.15,74,100,7.2,US,1695838607
370,puerto rico,-26.796,-55.024,20.62,55,99,2.22,AR,1695838427
371,brokopondo,4.75,-55.1667,34.32,44,98,1.7,SR,1695838608
372,truro,50.2653,-5.0544,18.24,81,75,11.83,GB,1695838329
373,fortuna foothills,32.6578,-114.4119,37.9,13,20,2.06,US,1695838608
374,juchipila,21.4167,-103.1167,30.65,31,49,0.54,MX,1695838608
375,port saint john's,-31.6229,29.5448,17.86,64,85,6.01,ZA,1695838609
376,charlottetown,46.2352,-63.1267,16.42,77,1,2.68,CA,1695838061
377,roxas city,11.5853,122.7511,25.64,88,67,2.08,PH,1695838606
378,unai,-16.3575,-46.9061,34.62,28,87,3.59,BR,1695838463
379,piacabucu,-10.4056,-36.4344,27.85,64,48,6.73,BR,1695838610
380,chifeng,42.2683,118.9636,10.92,30,0,3.0,CN,1695838610
381,yatou,37.15,122.3833,18.21,87,58,2.71,CN,1695838610
382,aktau,43.65,51.2,17.32,44,0,1.22,KZ,1695838477
383,paphos,34.7667,32.4167,25.88,65,0,1.54,CY,1695838611
384,loralai,30.3705,68.598,21.51,12,0,3.47,PK,1695838611
385,kourou,5.1552,-52.6478,33.03,59,59,5.38,GF,1695838611
386,kozhikode,11.25,75.7667,25.65,86,71,0.91,IN,1695838119
387,ancud,-41.8697,-73.8203,9.63,87,100,8.59,CL,1695838612
388,las palmas,28.4204,-14.0131,23.44,69,40,7.72,ES,1695838612
389,tyukhtet,56.5389,89.3011,4.71,79,31,2.14,RU,1695838612
390,shambu,9.5667,37.1,11.9,90,56,0.83,ET,1695838613
391,illizi,26.4833,8.4667,32.89,18,0,5.76,DZ,1695838613
392,greenville,35.6127,-77.3663,22.01,81,100,3.09,US,1695838215
393,i-n-salah,27.1935,2.4607,35.68,16,6,5.36,DZ,1695838613
394,senanga,-16.1167,23.2667,24.63,19,0,3.17,ZM,1695838614
395,ghanzi,-21.5667,21.7833,19.14,21,0,3.04,BW,1695838614
396,quellon,-43.1167,-73.6167,10.9,74,83,6.58,CL,1695838614
397,waingapu,-9.6567,120.2641,24.24,82,41,3.36,ID,1695838615
398,asuncion nochixtlan,17.4667,-97.2333,22.02,44,3,3.46,MX,1695838615
399,belle fourche,44.6714,-103.8522,29.72,32,2,2.41,US,1695838615
400,lihue,21.9789,-159.3672,25.77,80,75,6.69,US,1695838615
401,nyandoma,61.669,40.1991,9.96,94,47,2.36,RU,1695838616
402,ola,59.5833,151.2833,0.08,80,27,1.75,RU,1695838616
403,onega,63.9061,38.1404,11.15,91,53,2.95,RU,1695838616
404,queenstown,-31.8976,26.8753,11.04,71,61,1.76,ZA,1695838513
405,yeppoon,-23.1333,150.7333,13.88,80,0,1.86,AU,1695838617
406,veraval,20.9,70.3667,25.66,84,78,3.05,IN,1695838617
407,muroto-misakicho,33.2833,134.15,26.06,85,1,3.36,JP,1695838617
408,praia da vitoria,38.7333,-27.0667,25.14,78,40,12.13,PT,1695838617
409,pontivy,48.0,-3.0,17.32,86,90,6.42,FR,1695838617
410,iowa park,33.9515,-98.6687,33.95,31,0,2.06,US,1695838618
411,bella vista,36.4295,-94.2316,31.42,48,0,5.14,US,1695838618
412,north bend,43.4065,-124.2243,17.73,72,100,4.12,US,1695838618
413,porciuncula,-20.9628,-42.0408,36.4,29,100,3.76,BR,1695838618
414,peace river,56.2501,-117.286,12.17,82,100,5.14,CA,1695838457
415,isabela,6.7085,121.9711,24.03,89,49,1.7,PH,1695838619
416,scarperia,43.992,11.3538,23.42,59,15,3.08,IT,1695838619
417,vorkuta,67.5,64.0,0.13,89,97,2.9,RU,1695838619
418,namibe,-15.1961,12.1522,19.37,87,80,2.68,AO,1695838620
419,inarajan village,13.2736,144.7484,26.54,97,100,4.98,GU,1695838620
420,california city,35.1258,-117.9859,27.25,36,0,1.54,US,1695838621
421,tulun,54.5611,100.5792,7.66,84,99,1.72,RU,1695838621
422,oyama,36.3,139.8,23.53,78,55,1.03,JP,1695838621
423,kiiminki,65.1314,25.7974,12.81,100,100,3.79,FI,1695838621
424,el bolson,-41.9667,-71.5167,7.69,93,100,3.63,AR,1695838622
425,zavetnoye,47.1194,43.8903,20.48,42,0,3.39,RU,1695838622
426,geneina,13.45,22.45,23.26,74,73,7.02,SD,1695838611
427,westonaria,-26.3191,27.6486,11.71,70,60,3.36,ZA,1695838622
428,okhotsk,59.3833,143.3,4.95,80,70,1.6,RU,1695838623
429,mont-dore,-22.2833,166.5833,21.67,99,71,3.28,NC,1695838623
430,lorengau,-2.0226,147.2712,26.45,85,99,3.79,PG,1695838623
431,guane,22.2025,-84.0875,26.41,80,99,2.44,CU,1695838623
432,pingnan,23.5543,110.3976,24.98,91,67,1.48,CN,1695838624
433,al burayqah,30.4062,19.5739,24.93,60,0,4.54,LY,1695838624
434,hanceville,34.0607,-86.7675,30.28,48,46,3.22,US,1695838501
435,hirara,24.8,125.2833,28.53,78,5,4.69,JP,1695838388
436,kuta,-8.7233,115.1723,25.97,88,40,4.12,ID,1695838625
437,xining,36.6167,101.7667,10.34,79,90,0.49,CN,1695838625
438,naze,28.3667,129.4833,25.77,83,11,3.1,JP,1695838381
439,altamira,-3.2033,-52.2064,34.05,52,75,2.06,BR,1695838578
440,petrolia,42.8668,-82.1498,18.9,72,100,6.17,CA,1695838626
441,acajutla,13.5928,-89.8275,30.57,66,93,2.51,SV,1695838626
442,paradip garh,20.3167,86.6167,27.87,81,99,3.3,IN,1695838627
443,ain beida,35.7964,7.3928,18.97,57,1,6.3,DZ,1695838627
444,nar'yan-mar,67.6713,53.087,7.53,92,98,7.3,RU,1695838627
445,katsuura,35.1333,140.3,24.39,90,13,2.06,JP,1695838627
446,yaren,-0.5472,166.916,28.78,74,56,4.86,NR,1695838628
447,yigo village,13.5361,144.8886,25.62,91,0,2.57,GU,1695838628
448,al kharijah,25.4514,30.5464,33.12,13,29,4.59,EG,1695838628
449,san rafael,-34.6177,-68.3301,24.53,16,0,11.49,AR,1695838557
450,san andres,12.5847,-81.7006,33.01,70,20,3.09,CO,1695838624
451,dauphin,51.1494,-100.0502,23.08,53,0,6.69,CA,1695838629
452,lamarque,-39.423,-65.7021,23.03,13,77,8.49,AR,1695838629
453,adrar,20.5022,-10.0711,39.25,10,87,2.36,MR,1695838629
454,acapulco de juarez,16.8634,-99.8901,31.9,66,0,5.66,MX,1695838630
455,sucua,-2.4667,-78.1667,33.41,37,20,4.12,EC,1695838630
456,la foa,-21.7108,165.8276,17.0,72,13,1.72,NC,1695838630
457,suoyarvi,62.0833,32.35,11.77,84,100,3.52,RU,1695838631
458,ouesso,1.6136,16.0517,24.26,86,94,0.94,CG,1695838631
459,acarau,-2.8856,-40.12,29.66,58,68,9.16,BR,1695838631
460,morro do chapeu,-11.55,-41.1561,33.86,18,5,4.65,BR,1695838631
461,ipueiras,-7.0333,-40.45,36.28,21,69,4.21,BR,1695838632
462,ouadda,8.0777,22.4007,21.14,97,98,1.72,CF,1695838632
463,touros,-5.1989,-35.4608,28.34,55,39,5.47,BR,1695838530
464,verkhneyarkeyevo,55.4505,54.3145,11.4,66,80,2.91,RU,1695838632
465,tomioka,36.25,138.9,25.59,86,79,0.82,JP,1695838633
466,whitehorse,60.7161,-135.0538,7.43,95,100,1.03,CA,1695838633
467,bikenibeu village,1.3673,173.1241,26.98,89,75,1.03,KI,1695838633
468,peterhead,57.5058,-1.7981,12.47,87,100,12.97,GB,1695838633
469,tabas,33.5959,56.9244,26.12,19,1,3.09,IR,1695838634
470,shinyanga,-3.6667,33.4333,30.38,28,55,3.72,TZ,1695838634
471,villa emilio carranza,19.9667,-96.6,31.16,60,41,4.48,MX,1695838634
472,as safirah,36.077,37.3725,26.51,49,1,3.69,SY,1695838635
473,bambari,5.768,20.6757,22.32,97,98,1.82,CF,1695838635
474,cubuk,40.2386,33.0322,23.34,37,40,2.57,TR,1695838635
475,mandera,3.9366,41.867,31.83,37,22,3.8,KE,1695838636
476,abha,18.2164,42.5053,24.9,12,0,4.12,SA,1695838584
477,rongelap,11.1635,166.8941,27.72,79,96,4.39,MH,1695838636
478,pathein,16.7833,94.7333,25.3,96,100,2.25,MM,1695838637
479,viedma,-40.8135,-62.9967,21.19,22,85,11.36,AR,1695838637
480,palikir - national government center,6.9248,158.1611,26.94,77,100,2.45,FM,1695838637
481,vail,32.0479,-110.712,35.66,14,1,0.45,US,1695838637
482,pitimbu,-7.4706,-34.8086,28.33,63,62,4.58,BR,1695838638
483,petukhovo,55.0692,67.9019,10.9,54,100,2.36,RU,1695838638
484,bardsir,29.9227,56.5743,18.93,17,32,2.38,IR,1695838638
485,leppavirta,62.4901,27.7826,14.41,93,95,4.03,FI,1695838639
486,altai,46.3722,96.2583,-3.33,92,77,6.87,MN,1695838639
487,lake station,41.575,-87.2389,20.95,85,100,4.46,US,1695838639
488,woolgoolga,-30.1106,153.2007,17.93,84,73,4.82,AU,1695838639
489,fisterra,42.9049,-9.2629,21.12,93,100,4.54,ES,1695838640
490,uaua,-9.8414,-39.4817,35.01,24,16,1.72,BR,1695838640
491,bazarak,35.3129,69.5152,11.35,47,40,4.0,AF,1695838640
492,norrtalje,59.758,18.705,15.8,82,72,2.68,SE,1695838641
493,nelson,-41.2833,173.2833,10.72,91,100,0.87,NZ,1695838641
494,alice springs,-23.7,133.8833,16.75,39,0,0.0,AU,1695838641
495,konarka,19.9,86.1167,28.22,79,100,3.24,IN,1695838642
496,sisimiut,66.9395,-53.6735,3.17,95,100,2.06,GL,1695838642
497,salalah,17.0151,54.0924,27.05,83,20,1.54,OM,1695838642
498,constanza,47.6603,9.1758,18.69,82,0,0.89,DE,1695838643
499,sandpoint,48.2766,-116.5533,10.79,89,100,0.89,US,1695838563
500,ayr,55.4627,-4.6339,15.99,82,75,8.75,GB,1695838643
501,haiku-pauwela,20.9219,-156.3051,26.76,62,40,3.13,US,1695838643
502,osakarovka,50.565,72.5692,11.35,92,97,3.13,KZ,1695838644
503,severo-yeniseyskiy,60.3725,93.0408,5.13,78,97,4.61,RU,1695838644
504,ilhabela,-23.7781,-45.3581,26.32,83,28,4.92,BR,1695838644
505,pariaman,-0.619,100.12,23.03,88,53,1.91,ID,1695838443
506,cidreira,-30.1811,-50.2056,15.87,78,100,8.27,BR,1695838645
507,chela,34.069,104.4619,11.68,90,100,1.44,CN,1695838645
508,hilo,19.7297,-155.09,24.03,86,100,3.6,US,1695838586
509,christchurch,-43.5333,172.6333,7.17,94,40,2.06,NZ,1695838227
510,aden,12.7794,45.0367,31.99,68,39,4.69,YE,1695838360
511,chardara,41.2547,67.9692,21.16,34,100,1.53,KZ,1695838646
512,yemel'yanovo,56.1681,92.6767,0.45,100,0,0.0,RU,1695838646
513,kapuskasing,49.4169,-82.4331,19.05,42,20,5.14,CA,1695838646
514,zakynthos,37.7914,20.8953,21.62,73,40,0.0,GR,1695838521
515,morococha,-11.5997,-76.1411,11.21,45,78,4.49,PE,1695838647
516,enumclaw,47.2043,-121.9915,12.66,95,100,2.68,US,1695838647
517,sao jose da coroa grande,-8.8978,-35.1478,27.19,62,80,5.33,BR,1695838647
518,phillaur,31.0292,75.7842,23.94,53,0,1.19,IN,1695838648
519,orsa,54.5153,30.4053,14.17,60,50,2.82,BY,1695838648
520,nellore,14.4333,79.9667,29.76,65,90,1.98,IN,1695838648
521,kapa'a,22.0752,-159.319,26.18,81,75,6.69,US,1695838648
522,clearwater,27.9659,-82.8001,31.95,73,75,5.81,US,1695837922
523,santa cruz,-17.8,-63.1667,24.03,53,75,7.72,BO,1695838540
524,shemonaikha,50.6328,81.9056,6.22,60,27,2.58,KZ,1695838649
525,sasolburg,-26.8136,27.817,11.7,79,74,4.56,ZA,1695838649
526,susuman,62.7833,148.1667,-2.54,95,29,2.0,RU,1695838650
527,laojunmiao,39.8333,97.7333,10.2,33,19,1.03,CN,1695838650
528,mhamid,29.82,-5.72,35.14,15,0,5.86,MA,1695838650
529,boende,-0.2167,20.8667,23.7,89,94,1.83,CD,1695838650
530,hafar al-batin,28.4328,45.9708,32.32,14,0,2.06,SA,1695838651
531,taulaga,-11.0553,-171.0883,27.54,80,62,9.24,AS,1695838651
532,flin flon,54.7682,-101.865,18.91,68,75,3.6,CA,1695838651
533,digne-les-bains,44.0833,6.25,17.75,56,28,0.84,FR,1695838651
534,tobol'sk,58.2,68.2667,8.66,83,100,2.49,RU,1695838625
535,nova xavantina,-14.6667,-52.35,41.58,17,30,0.99,BR,1695838652
536,pocahontas,36.2615,-90.9712,33.81,38,0,3.6,US,1695838652
537,berd,40.8815,45.3899,13.67,67,11,2.21,AM,1695838652
538,beledweyne,4.7358,45.2036,31.42,46,77,11.81,SO,1695838653
539,nishinoomote,30.7333,131.0,26.79,79,0,5.17,JP,1695838383
540,salahonda,2.1019,-78.7217,26.56,84,38,6.61,CO,1695838653
541,sinabang,2.4803,96.3801,25.98,83,100,2.6,ID,1695838653
542,byron bay,-28.65,153.6167,19.28,88,28,4.12,AU,1695838626
543,kinablangan,7.6947,126.5503,25.87,84,100,1.69,PH,1695838654
544,guerrero negro,27.9769,-114.0611,23.71,61,49,6.17,MX,1695838491
545,strezhevoy,60.7333,77.5889,5.54,63,88,0.89,RU,1695838654
546,yorosso,12.3536,-4.7761,31.44,49,47,3.79,ML,1695838654
547,am timan,11.0297,20.2827,23.67,91,80,3.2,TD,1695838655
548,phan thiet,10.9333,108.1,25.21,86,100,2.95,VN,1695838655
549,pucon,-39.2822,-71.9543,9.2,83,96,1.61,CL,1695838655
550,brisas de zicatela,15.8369,-97.0419,32.29,51,0,2.57,MX,1695838655
551,damavand,35.7178,52.065,12.49,64,3,1.9,IR,1695838656
552,oyonnax,46.2592,5.6573,16.7,69,100,1.65,FR,1695838656
553,briviesca,42.5499,-3.3232,23.08,37,99,1.44,ES,1695838656
554,big bend,-26.8167,31.9333,17.07,91,100,1.06,SZ,1695838390
555,bekasi,-6.2349,106.9896,28.79,62,65,2.23,ID,1695838462
556,cootamundra,-34.65,148.0333,8.3,94,1,3.16,AU,1695838657
557,strathmore,51.0501,-113.3852,17.7,35,79,2.33,CA,1695838657
558,kot isa khan,30.95,75.1333,25.64,40,0,0.6,IN,1695838657
559,berdigestyakh,62.0989,126.6992,2.37,94,72,2.02,RU,1695838658
560,bokovskaya,49.229,41.8306,18.55,41,3,2.46,RU,1695838658
561,padang,-0.9492,100.3543,23.03,90,47,1.85,ID,1695838658
562,dolores,-36.3132,-57.6792,18.1,50,21,2.95,AR,1695838659
563,kamloops,50.6665,-120.3192,13.55,73,75,2.06,CA,1695838659
564,monrovia,6.3005,-10.7969,26.87,81,31,3.51,LR,1695838564
565,salekhard,66.53,66.6019,2.86,95,100,4.36,RU,1695838659
566,polotnyanyy zavod,54.7214,35.9661,9.28,67,8,0.89,RU,1695838660
567,magong,23.5654,119.5863,27.72,86,2,7.99,TW,1695838660
568,north shore,-36.8,174.75,13.0,76,17,2.24,NZ,1695838660
